Field No,lab Serial,Prospect,Type,x,y,z,Depth(m),Unnamed: 8,QA/QC,Au,Ag,Al,As,Au.1,B,Ba,Be,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Fe,Ga,Ge,Hf,Hg,In,K,La,Li,Mg,Mn,Mo,Na,Nb,Ni,P,Pb,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn,Zr
,,,,,,,From,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC.BH32.027,1494.0,JAT-P3,RC,498463.0,2143813.0,304.0,27,28,,<0.01,0.03,0.45,0.8,<0.02,<10,40,0.75,0.09,0.11,0.27,133.5,0.8,129.0,0.37,5.6,1.85,4.33,0.11,0.19,0.01,0.086,0.26,62.1,1.9,0.08,486.0,13.2,0.07,4.33,5.4,20,5.2,21.5,0.003,0.01,0.07,1.5,0.5,2.4,10.2,0.02,<0.01,14.2,0.036,0.14,1.71,1,0.8,34.4,106.0,5.2
RC.BH32.028,1495.0,JAT-P3,RC,498463.0,2143813.0,303.0,28,29,,0.01,0.06,0.47,31.7,<0.02,<10,60,1.01,0.65,0.07,0.27,87.7,12.7,136.0,0.08,20.7,3.98,2.89,0.11,0.09,0.01,0.151,0.26,39.1,0.5,0.02,3660.0,14.75,0.03,1.5,5.2,70,3.5,7.8,0.001,0.01,0.13,0.9,0.5,0.5,19.9,0.02,0.01,11.1,<0.005,0.23,1.52,6,0.66,13.4,63.0,2.6
RC.BH32.029,1496.0,JAT-P3,RC,498463.0,2143813.0,302.0,29,30,QA/QC,0.01,0.06,0.48,18.8,<0.02,<10,70,1.11,1.02,0.07,0.25,91.1,14.5,127.0,0.19,11.3,4.43,3.64,0.11,0.12,0.01,0.143,0.28,43.4,1.4,0.06,2990.0,13.6,0.04,0.35,5.5,360,2.8,14.6,0.001,0.01,0.14,2.4,0.3,0.8,34.4,<0.01,0.01,9.8,0.013,0.12,1.4,10,0.61,12.65,74.0,5.4
,1497.0,JAT-P3,QA/QC,,,,,,BLANK SAMPLE,<0.01,0.01,0.27,0.2,<0.02,<10,10,0.25,0.02,0.05,<0.01,4.08,0.7,101.0,0.1,4.3,0.37,1.02,<0.05,0.15,0.01,<0.005,0.26,1.5,0.4,0.01,85.0,8.19,0.03,0.2,2.9,10,15.8,10.5,0.002,<0.01,<0.05,0.2,0.2,<0.2,2.4,<0.01,<0.01,5.4,<0.005,0.07,1.91,3,0.08,1.95,4.0,3
RC.BH32.030,1498.0,JAT-P3,RC,498463.0,2143813.0,301.0,30,31,,0.01,0.03,0.41,1.6,<0.02,<10,50,0.78,0.16,0.32,0.12,125.5,2.1,123.0,0.19,12.0,2.38,3.29,0.11,0.14,0.01,0.072,0.24,58.8,1.3,0.06,1030.0,13.7,0.06,0.55,5.1,230,3.4,14.7,0.002,<0.01,0.1,1.7,<0.2,0.8,20.1,0.01,0.01,12.6,0.012,0.08,1.01,4,0.62,12.75,47.0,6.3
RC.BH32.031,1499.0,JAT-P3,RC,498463.0,2143813.0,300.0,31,32,,0.02,0.03,0.43,1.6,<0.02,<10,50,0.95,0.33,1.33,0.1,113.5,2.5,114.0,0.11,5.4,2.24,2.53,0.11,0.11,0.01,0.058,0.25,53.6,1.3,0.04,1090.0,12.9,0.05,0.14,5.4,240,2.6,11.3,0.001,0.01,0.12,1.4,<0.2,0.5,27.0,<0.01,0.02,11.5,<0.005,0.05,1.19,3,0.59,7.06,31.0,4.6
RC.BH32.032,1500.0,JAT-P3,RC,498463.0,2143813.0,299.0,32,33,,0.02,0.03,0.55,1.1,<0.02,<10,50,0.78,0.26,0.57,0.1,116.5,1.6,110.0,0.34,5.5,2.14,4.78,0.11,0.16,0.01,0.069,0.33,54,2.4,0.12,721.0,12.1,0.07,1.24,5.2,170,4.8,23.6,0.003,0.04,0.13,2.4,0.4,2.2,15.9,0.01,0.02,13,0.041,0.14,1.84,1,1.78,25.4,61.0,4.9
,1501.0,JAT-P3,QA/QC,,,,,,Duplicate of RC.BH32.029,<0.01,0.06,0.47,15.8,<0.02,<10,70,1.33,1.0,0.09,0.33,96.6,15.1,124.0,0.21,11.3,4.43,2.81,0.12,0.11,0.01,0.165,0.28,46.6,1.4,0.06,3060.0,12.95,0.04,0.4,4.9,360,3.1,14.8,0.001,0.01,0.16,2.6,<0.2,0.9,36.2,<0.01,0.02,9.5,0.013,0.12,1.48,10,0.65,13.0,71.0,5.1
RC.BH32.033,1502.0,JAT-P3,RC,498463.0,2143813.0,298.0,33,34,,<0.01,0.03,0.65,0.7,<0.02,<10,40,0.72,0.11,0.5,0.18,118.5,1.6,107.0,0.67,6.6,2.01,5.83,0.15,0.15,0.01,0.093,0.37,57,5.0,0.18,584.0,11.1,0.07,1.91,5.3,200,5.8,39.1,0.002,0.02,0.12,3.3,0.2,2.6,13.8,0.01,<0.01,12.2,0.051,0.25,3.15,1,1.61,27.3,77.0,5
RC.BH32.034,1503.0,JAT-P3,RC,498463.0,2143813.0,297.0,34,35,,<0.01,0.02,0.69,0.6,<0.02,<10,50,0.62,0.07,0.34,0.12,120,1.7,108.0,0.97,5.6,2.16,6.37,0.14,0.14,0.01,0.103,0.44,58.2,5.2,0.2,571.0,10.45,0.09,1.56,5.8,160,5.9,52.0,0.001,0.03,0.08,3.9,<0.2,2.3,9.7,0.01,<0.01,12.8,0.077,0.32,2.99,2,2.32,36.8,82.0,4.3
RC.BH32.035,1504.0,JAT-P3,RC,498463.0,2143813.0,296.0,35,36,,<0.01,0.02,1.23,1.1,<0.02,<10,90,1.49,0.12,0.91,0.16,118,8.4,87.0,1.84,6.5,3.81,10.05,0.19,0.19,0.01,0.117,0.81,57.4,10.9,0.57,926.0,9.35,0.09,1.31,5.5,570,6.5,83.7,0.002,0.03,0.12,7.9,0.4,3.3,15.5,0.01,<0.01,11.6,0.251,0.46,2.46,37,2.55,43.1,116.0,4
RC.BH32.036,1505.0,JAT-P3,RC,498463.0,2143813.0,295.0,36,37,,<0.01,0.03,0.65,0.8,<0.02,<10,50,1.02,0.13,0.77,0.18,114.5,2.4,112.0,0.52,7.1,2.27,5.82,0.15,0.04,0.01,0.104,0.33,55,5.3,0.19,765.0,11.55,0.07,2.3,6.3,250,6.0,30.6,0.001,0.03,0.11,3.6,<0.2,2.5,18.0,0.01,<0.01,11.1,0.052,0.17,2.07,6,2.3,35.6,84.0,1.8
RC.BH32.037,1506.0,JAT-P3,RC,498463.0,2143813.0,294.0,37,38,,<0.01,0.03,0.9,1.2,<0.02,<10,60,1.19,0.17,0.78,0.87,124.5,4.1,101.0,1.47,11.0,2.76,7.67,0.18,0.17,<0.01,0.114,0.57,61.4,8.2,0.35,773.0,10.15,0.09,2.19,6.8,280,6.1,61.5,0.002,0.05,0.09,4.8,0.2,3.3,17.5,0.01,0.01,13.7,0.143,0.34,3.29,16,3.07,45.4,212.0,3.9
RC.BH32.038,1507.0,JAT-P3,RC,498463.0,2143813.0,293.0,38,39,,<0.01,0.04,0.82,2.3,<0.02,<10,60,1.23,0.13,0.76,1.51,119.5,4.7,107.0,0.79,15.7,2.66,6.31,0.16,0.19,0.01,0.098,0.45,58.3,6.0,0.32,779.0,10.55,0.1,3.08,6.8,360,4.5,40.6,0.001,0.04,0.09,4.6,<0.2,2.9,16.8,0.02,<0.01,13,0.158,0.22,2.43,23,2.07,36.1,282.0,4.5
RC.BH32.039,1508.0,JAT-P3,RC,498463.0,2143813.0,292.0,39,40,,<0.01,0.02,0.74,0.6,<0.02,<10,60,0.66,0.06,0.41,0.12,133,2.6,105.0,0.96,7.6,2.55,7.01,0.18,0.15,0.01,0.12,0.5,65.2,7.5,0.26,715.0,10.5,0.09,3.35,7.3,220,3.7,52.5,0.002,0.03,0.07,4.4,0.2,3.9,9.5,0.02,0.01,13.9,0.149,0.28,2.23,5,3.74,47.5,96.0,4
RC.BH32.040,1509.0,JAT-P3,RC,498463.0,2143813.0,291.0,40,41,,<0.01,0.03,0.68,0.8,<0.02,<10,60,0.66,0.06,0.45,0.27,122.5,2.0,104.0,0.95,5.8,2.43,6.44,0.16,0.15,0.01,0.102,0.44,58.8,6.8,0.21,707.0,10.1,0.09,2.27,5.6,240,3.8,46.8,0.001,0.03,0.07,3.9,<0.2,3.2,9.1,0.01,<0.01,12.6,0.117,0.24,2.04,4,3.06,41.4,100.0,3.4
RC.BH33.003,1511.0,JAT-P3,RC,498873.265,2144331.787,333.948,2,3,,0.8,1.11,0.72,12.6,0.66,<10,100,2.3,3.53,0.09,0.56,116.5,10.9,123.0,0.3,327.0,3.91,3.81,0.19,0.08,0.01,0.192,0.31,55.8,1.1,0.05,1850.0,11.85,0.02,0.29,8.2,220,120.0,13.1,0.001,0.01,0.6,2.0,0.3,1.3,28.1,<0.01,0.01,10.7,<0.005,0.15,2.96,9,0.4,27.1,120.0,3
RC.BH33.004,1512.0,JAT-P3,RC,498873.265,2144331.787,332.948,3,4,,0.44,0.7,1.67,12.6,0.43,10,430,4.36,1.27,0.47,0.88,81.2,31.5,67.0,1.07,317.0,8.94,7.99,0.17,0.11,0.01,0.23,0.59,41,5.0,0.25,6720.0,10.5,0.03,0.1,13.0,1140,10.9,33.2,0.001,<0.01,0.57,13.8,0.2,1.6,89.8,<0.01,0.01,6.7,0.024,0.32,2.44,47,0.4,35.9,136.0,2.7
RC.BH33.005,1513.0,JAT-P3,RC,498873.265,2144331.787,331.948,4,5,,0.22,0.31,1.39,47.1,0.23,10,210,2.77,0.78,0.22,0.49,97.7,22.2,93.0,0.71,87.8,7.48,6.86,0.17,0.11,0.01,0.25,0.64,49.7,7.5,0.22,3120.0,14.15,0.02,0.2,19.3,500,7.4,29.7,0.001,<0.01,0.54,4.7,<0.2,1.8,37.6,<0.01,0.03,8.3,0.033,0.25,2.61,47,0.62,23.5,77.0,3.2
RC.BH33.006,1514.0,JAT-P3,RC,498873.265,2144331.787,330.948,5,6,QA/QC,0.93,0.74,1.0,40.9,0.95,<10,170,4.12,1.63,0.5,0.59,103.5,17.0,112.0,0.3,96.5,5.87,4.61,0.14,0.18,<0.01,0.263,0.26,54.2,2.3,0.16,2290.0,12.75,0.05,0.15,17.2,180,23.5,13.1,0.001,0.01,0.75,4.3,0.2,1.2,73.1,<0.01,0.02,10.8,<0.005,0.19,1.89,33,0.15,22.2,76.0,6.5
RC.BH33.007,1515.0,JAT-P3,RC,498873.265,2144331.787,329.948,6,7,,0.1,0.29,1.74,5.7,0.11,10,300,10.45,0.3,0.6,0.64,149.5,18.3,95.0,0.89,106.5,6.45,7.97,0.21,0.51,<0.01,0.099,0.23,69.4,4.2,0.32,1480.0,9.53,0.1,0.27,28.8,540,17.6,20.8,0.001,0.01,0.26,5.7,<0.2,1.3,70.4,0.01,0.02,13.2,0.016,0.18,1.87,58,0.14,44.6,137.0,18.1
RC.BH33.008,1516.0,JAT-P3,RC,498873.265,2144331.787,328.948,7,8,,0.05,0.33,0.93,1.6,0.06,<10,140,2.13,0.12,0.3,0.11,139,3.3,144.0,1.06,30.1,2.33,6.31,0.17,0.28,0.01,0.095,0.25,60.8,3.4,0.19,670.0,11.4,0.08,0.91,14.9,270,5.7,27.8,0.001,0.01,0.09,3.0,<0.2,2,24.6,0.01,0.01,14.5,0.034,0.16,1.11,22,0.17,42.0,82.0,8.7
RC.BH33.009,1517.0,JAT-P3,RC,498873.265,2144331.787,327.948,8,9,,0.07,0.23,0.65,1.8,0.07,<10,90,1.25,0.19,1.1,0.2,133.5,3.4,129.0,0.63,44.9,2.14,5.16,0.19,0.14,0.01,0.094,0.19,62.8,3.0,0.17,423.0,21.7,0.07,0.75,8.3,140,8.4,18.9,0.001,0.01,0.23,2.8,0.2,1.4,23.8,0.01,0.11,13.4,0.016,0.13,1.34,15,0.4,32.6,70.0,4.5
RC.BH33.010,1518.0,JAT-P3,RC,498873.265,2144331.787,326.948,9,10,,0.03,0.08,2.48,2.1,0.03,10,210,4.44,0.08,0.97,0.25,128,12.8,121.0,1.3,62.8,3.77,10.55,0.18,0.72,0.01,0.097,0.29,63.1,7.0,0.51,670.0,9.16,0.12,0.27,25.1,1110,5.4,33.4,0.001,0.01,0.13,7.7,0.3,2.3,83.5,<0.01,0.01,12.9,0.034,0.19,1.46,69,0.11,35.5,135.0,22.5
RC.BH33.011,1519.0,JAT-P3,RC,498873.265,2144331.787,325.948,10,11,,0.06,0.11,2.01,2,0.05,10,180,3.46,0.07,0.6,0.19,127,11.9,127.0,1.58,67.3,3.68,10.35,0.19,0.63,<0.01,0.122,0.31,57.8,7.6,0.45,680.0,9.82,0.1,0.32,25.7,700,6.6,39.9,0.001,0.01,0.1,5.9,0.2,2.7,57.8,<0.01,0.01,12.3,0.054,0.21,1.05,53,0.11,32.9,144.0,19.6
RC.BH33.012,1520.0,JAT-P3,RC,498873.265,2144331.787,324.948,11,12,,0.04,0.11,3.36,2.7,0.04,10,270,10.1,0.07,0.76,0.34,139,20.7,112.0,1.05,86.2,6.67,13.05,0.26,0.28,<0.01,0.104,0.23,70.7,13.9,0.77,864.0,8.13,0.13,0.19,78.2,1400,21.2,20.9,0.001,0.01,0.14,10.2,<0.2,2.2,112.0,0.01,0.01,12.9,0.067,0.11,1.96,98,0.1,50.8,159.0,14.5
RC.BH33.013,1521.0,JAT-P3,RC,498873.265,2144331.787,323.948,12,13,,0.03,0.1,1.65,1.8,0.02,<10,150,4.0,0.19,0.95,0.28,103,11.8,125.0,1.79,46.4,3.86,8.03,0.17,0.6,0.01,0.09,0.3,50.7,9.5,0.51,662.0,9.75,0.08,0.39,36.6,520,9.7,36.0,0.001,0.01,0.11,7.2,0.3,2.3,43.4,<0.01,0.02,10,0.051,0.2,2.98,52,0.16,36.5,105.0,19
RC.BH33.014,1522.0,JAT-P3,RC,498873.265,2144331.787,322.948,13,14,,0.01,0.06,1.08,0.9,<0.02,<10,120,2.14,0.19,1.9,0.16,91.7,14.6,110.0,2.51,28.8,4.33,7.34,0.15,0.21,0.01,0.12,0.32,44.6,7.9,0.43,732.0,12.0,0.08,0.64,23.3,380,4.0,40.7,0.001,<0.01,0.15,11.9,0.3,1.9,29.3,0.01,0.01,8.3,0.109,0.27,2.94,77,0.32,29.6,96.0,4.1
RC.BH33.015,1523.0,JAT-P3,RC,498873.265,2144331.787,321.948,14,15,,0.02,0.1,1.97,1.3,<0.02,<10,170,2.91,0.12,3.17,0.24,55.9,27.3,93.0,3.02,66.2,5.36,9.55,0.15,0.43,0.01,0.087,0.46,27.6,10.5,1.02,1020.0,18.05,0.11,0.14,38.1,780,5.6,54.7,<0.001,<0.01,0.16,20.6,<0.2,1.1,53.4,<0.01,0.05,4.4,0.202,0.34,0.89,142,0.17,20.4,105.0,10.3
RC.BH33.016,1524.0,JAT-P3,RC,498873.265,2144331.787,320.948,15,16,,0.01,0.22,0.38,2,<0.02,<10,120,1.09,0.13,1.16,0.22,127.5,3.2,105.0,0.17,20.0,2.46,2.79,0.17,0.14,0.01,0.091,0.17,61.3,2.7,0.06,1070.0,32.5,0.06,0.36,7.0,130,8.3,10.0,0.002,<0.01,0.26,1.7,0.3,0.7,27.3,<0.01,0.07,11.6,<0.005,0.19,1.31,13,0.39,17.85,65.0,5.4
RC.BH33.017,1525.0,JAT-P3,RC,498873.265,2144331.787,319.948,16,17,,<0.01,0.07,0.35,2.7,<0.02,<10,70,0.86,0.04,0.64,0.16,130.5,2.1,116.0,0.26,8.2,2.3,3.3,0.16,0.18,0.01,0.09,0.16,61.4,2.2,0.06,848.0,13.95,0.07,0.85,6.4,130,6.0,12.5,0.001,<0.01,0.24,2.3,0.3,1.2,22.6,0.01,0.03,12.6,0.008,0.1,1.27,4,0.37,28.4,92.0,6.6
,1526.0,JAT-P3,QA/QC,,,,,,Duplicate of RC.BH33.006,0.95,0.77,1.01,36.3,1.22,<10,160,3.63,1.6,0.56,0.53,90.7,14.9,114.0,0.28,85.9,5.85,4.14,0.13,0.16,<0.01,0.233,0.26,47.9,2.1,0.16,2210.0,11.3,0.05,0.17,15.7,180,20.8,12.3,0.001,0.01,0.66,4.0,0.2,1,69.1,<0.01,0.02,9.5,<0.005,0.18,1.75,33,0.14,19.85,78.0,6
RC.BH33.018,1527.0,JAT-P3,RC,498873.265,2144331.787,318.948,17,18,,0.01,0.12,0.32,3.2,<0.02,<10,50,0.81,0.06,0.7,0.18,137,2.2,116.0,0.28,15.6,2.23,3.52,0.18,0.23,0.02,0.138,0.15,66.1,1.3,0.05,667.0,32.4,0.07,0.69,7.1,140,6.1,11.9,0.002,<0.01,0.24,3.3,0.2,1.5,19.2,0.01,0.06,12.6,0.009,0.11,1.53,3,0.77,37.1,96.0,7.5
RC.BH33.019,1528.0,JAT-P3,RC,498873.265,2144331.787,317.948,18,19,,0.01,0.07,0.39,2.1,<0.02,<10,40,0.66,0.06,0.54,0.15,141.5,1.7,110.0,0.45,6.2,2.17,4.5,0.17,0.22,0.01,0.131,0.2,67.2,2.0,0.07,537.0,17.0,0.08,0.97,5.7,150,4.7,19.6,0.001,<0.01,0.16,3.3,0.2,1.6,15.7,0.01,0.02,13.2,0.017,0.13,1.1,1,0.7,39.8,92.0,7
RC.BH33.020,1529.0,JAT-P3,RC,498873.265,2144331.787,316.948,19,20,,0.01,0.06,0.35,0.8,<0.02,<10,40,0.66,0.05,0.67,0.12,138,1.7,111.0,0.35,5.0,2.41,4.12,0.22,0.27,0.01,0.086,0.19,60.2,1.8,0.06,952.0,11.75,0.07,0.65,5.3,140,4.3,14.1,0.002,<0.01,0.13,2.0,<0.2,1.3,21.6,<0.01,<0.01,11.4,0.009,0.09,0.92,2,0.63,30.3,66.0,8.2
RC.BH33.021,1530.0,JAT-P3,RC,498873.265,2144331.787,315.948,20,21,,0.01,0.07,0.3,3.4,<0.02,<10,30,0.58,0.04,0.51,0.12,146.5,1.6,106.0,0.22,4.9,2.16,3.41,0.21,0.24,<0.01,0.101,0.14,63.9,1.1,0.05,845.0,21.3,0.07,0.62,5.1,130,4.3,9.8,0.002,<0.01,0.19,2.6,0.4,1.3,19.6,<0.01,0.03,11.5,0.008,0.1,1.2,2,0.65,37.0,82.0,7.4
RC.BH33.022,1531.0,JAT-P3,RC,498873.265,2144331.787,314.948,21,22,,0.01,0.11,0.3,3.3,<0.02,<10,40,0.73,0.06,1.25,0.17,146.5,2.2,116.0,0.15,9.1,2.43,3.2,0.2,0.23,0.01,0.104,0.14,63,1.3,0.05,874.0,23.9,0.07,0.57,5.4,130,5.9,8.3,0.002,<0.01,0.25,2.6,0.7,1,20.6,<0.01,0.04,11.4,0.005,0.09,1.35,4,0.51,35.4,72.0,7.1
RC.BH33.023,1532.0,JAT-P3,RC,498873.265,2144331.787,313.948,22,23,,0.01,0.06,0.29,2.9,<0.02,<10,30,0.58,0.07,0.58,0.15,132.5,1.6,113.0,0.24,4.4,2.06,3.19,0.19,0.21,<0.01,0.118,0.16,58.1,1.3,0.05,784.0,15.3,0.07,1.21,5.5,110,5.1,10.6,0.001,<0.01,0.17,2.8,0.4,1.3,17.4,<0.01,0.01,10.9,0.008,0.13,1.3,2,0.72,31.5,75.0,6.6
RC.BH33.024,1533.0,JAT-P3,RC,498873.265,2144331.787,312.948,23,24,,0.01,0.04,0.54,1.9,<0.02,<10,40,0.72,0.08,0.47,0.1,116.5,2.1,135.0,1.2,4.5,2.36,5.91,0.16,0.28,<0.01,0.098,0.35,50.4,6.9,0.16,658.0,14.95,0.08,1.93,6.9,130,5.2,40.5,0.002,<0.01,0.09,2.5,0.4,2.4,12.6,<0.01,0.02,11,0.045,0.21,1.66,9,1,26.4,127.0,8.9
RC.BH33.025,1534.0,JAT-P3,RC,498873.265,2144331.787,311.948,24,25,,0.01,0.02,0.39,0.6,<0.02,<10,30,0.47,0.04,0.47,0.07,71,2.3,148.0,0.96,2.7,1.46,3.92,0.1,0.14,0.01,0.052,0.27,30.9,3.8,0.11,407.0,14.15,0.06,2.1,6.1,70,5.0,30.4,0.001,<0.01,0.06,1.5,0.2,1.4,8.3,<0.01,<0.01,6.5,0.032,0.16,1.96,2,3.91,19.2,69.0,4.4
RC.BH33.026,1535.0,JAT-P3,RC,498873.265,2144331.787,310.948,25,26,,<0.01,0.02,0.77,0.6,<0.02,<10,60,0.56,0.1,0.25,0.11,137,1.5,111.0,2.41,14.4,2.55,7.94,0.2,0.2,<0.01,0.129,0.59,59.2,8.7,0.26,500.0,10.55,0.09,2.4,4.8,130,4.8,69.4,0.001,<0.01,0.05,3.7,<0.2,3.2,6.9,<0.01,0.01,11.5,0.081,0.34,2.38,3,0.89,37.2,121.0,6.5
RC.BH33.027,1536.0,JAT-P3,RC,498873.265,2144331.787,309.948,26,27,,<0.01,0.01,0.56,0.7,<0.02,<10,40,0.65,0.11,0.27,0.17,140,1.6,109.0,1.33,3.3,2.55,6.99,0.22,0.25,<0.01,0.143,0.36,60.7,5.1,0.16,638.0,10.35,0.09,1.82,5.3,140,3.6,39.0,0.002,<0.01,0.07,3.6,0.2,3.5,10.7,0.01,<0.01,12.6,0.045,0.2,2.51,2,1.45,44.2,123.0,6.6
RC.BH33.028,1537.0,JAT-P3,RC,498873.265,2144331.787,308.948,27,28,,0.01,0.01,0.5,1.1,<0.02,<10,30,0.67,0.09,0.32,0.14,153,1.6,110.0,0.93,2.0,2.44,6.02,0.23,0.22,<0.01,0.136,0.29,68,4.3,0.14,695.0,10.9,0.07,1.34,5.0,130,2.9,30.1,0.001,<0.01,0.07,3.2,0.5,4.2,14.3,<0.01,<0.01,12.2,0.032,0.15,1.47,1,0.91,36.9,107.0,6.9
RC.BH33.029,1538.0,JAT-P3,RC,498873.265,2144331.787,307.948,28,29,,0.01,0.03,0.54,0.6,<0.02,<10,20,1.24,0.05,0.54,0.14,134,1.8,108.0,0.33,1.4,2.54,4.85,0.18,0.23,<0.01,0.093,0.17,57.6,2.4,0.11,801.0,10.15,0.05,0.35,4.6,120,4.3,11.9,0.001,<0.01,0.07,2.2,0.2,1.5,21.5,<0.01,<0.01,11.3,0.007,0.06,1.58,1,0.36,22.7,101.0,7.4
RC.BH33.030,1539.0,JAT-P3,RC,498873.265,2144331.787,306.948,29,30,,<0.01,0.03,0.57,0.5,<0.02,<10,40,1.02,0.05,0.34,0.13,159,2.0,114.0,0.59,4.4,2.26,5.53,0.19,0.22,0.01,0.107,0.22,70.8,3.4,0.14,731.0,10.8,0.06,0.63,4.6,120,4.0,20.8,0.001,<0.01,0.07,2.3,<0.2,2.1,20.2,<0.01,0.01,12.5,0.016,0.11,1.13,2,0.47,26.2,98.0,7
RC.BH33.031,1540.0,JAT-P3,RC,498873.265,2144331.787,305.948,30,31,,<0.01,0.03,0.84,0.9,<0.02,<10,50,1.07,0.12,1.1,0.21,138,6.2,100.0,1.28,23.1,2.92,7.03,0.2,0.2,0.01,0.106,0.44,60.2,7.5,0.34,660.0,10.4,0.07,0.95,8.2,330,3.7,46.0,0.002,<0.01,0.09,4.4,<0.2,1.9,16.5,0.01,0.01,11.2,0.033,0.22,2.5,16,1.11,43.0,126.0,5.8
RC.BH33.032,1541.0,JAT-P3,RC,498873.265,2144331.787,304.948,31,32,,<0.01,0.02,0.42,0.6,<0.02,<10,30,0.54,0.04,0.34,0.12,148,1.6,110.0,0.58,3.8,2.49,6.05,0.25,0.17,<0.01,0.097,0.26,65,3.6,0.12,487.0,10.45,0.09,1.38,5.5,130,2.7,23.6,0.002,<0.01,0.07,2.5,0.5,1.9,9.0,<0.01,0.01,11.9,0.024,0.11,1.48,1,1.82,52.3,100.0,5
RC.BH33.033,1542.0,JAT-P3,RC,498873.265,2144331.787,303.948,32,33,,<0.01,0.02,0.52,1,<0.02,<10,40,0.65,0.04,0.34,0.14,147.5,1.7,100.0,0.91,2.0,2.58,6.84,0.24,0.18,<0.01,0.123,0.35,64.8,7.3,0.18,594.0,9.08,0.09,1.62,5.3,140,2.7,37.3,0.001,0.01,0.07,3.1,0.4,2.7,7.9,0.01,0.01,12.2,0.044,0.17,1.7,2,2.13,57.3,125.0,4.9
RC.BH33.034,1543.0,JAT-P3,RC,498873.265,2144331.787,302.948,33,34,,<0.01,0.02,0.56,0.7,<0.02,<10,40,0.57,0.03,0.28,0.12,149,1.6,104.0,1.07,1.6,2.57,6.96,0.23,0.22,<0.01,0.116,0.4,64.5,9.1,0.2,599.0,9.42,0.09,1.89,4.9,120,2.8,43.3,0.001,<0.01,0.07,3.2,<0.2,2.2,8.9,0.01,<0.01,12.9,0.044,0.2,1.5,2,1.5,52.2,120.0,6.3
RC.BH33.035,1544.0,JAT-P3,RC,498873.265,2144331.787,301.948,34,35,,<0.01,0.02,0.54,1.3,<0.02,<10,40,0.73,0.03,0.41,0.13,141.5,1.6,104.0,1.01,1.4,2.49,6.2,0.21,0.24,0.01,0.103,0.37,62.2,9.3,0.17,771.0,10.0,0.08,2.04,5.1,120,3.0,39.9,0.001,<0.01,0.08,3.0,0.3,1.8,15.4,<0.01,<0.01,11.6,0.041,0.19,2.28,2,1.05,38.6,117.0,7.5
RC.BH33.036,1545.0,JAT-P3,RC,498873.265,2144331.787,300.948,35,36,,<0.01,0.03,0.42,1.4,<0.02,<10,30,0.68,0.06,0.35,0.1,64,1.6,109.0,0.45,11.2,1.67,3.5,0.1,0.14,<0.01,0.082,0.25,27.7,3.3,0.08,682.0,9.68,0.07,1.72,4.8,60,5.1,17.6,0.001,<0.01,0.1,2.5,0.3,1.2,12.4,0.01,0.01,6.8,0.012,0.08,2.01,2,0.79,16.7,49.0,4.7
RC.BH34.001,1546.0,JAT-P3,RC,498909.748,2144331.658,336.872,0,1,QA/QC,1.31,1.4,0.56,28.1,6.55,<10,110,1.04,3.35,0.1,0.16,74.6,9.4,130.0,0.22,31.4,5.95,3.44,0.13,0.11,<0.01,0.238,0.21,35.6,2.0,0.07,2490.0,11.5,0.02,0.24,8.7,90,26.6,12.1,0.002,0.01,0.29,1.7,0.4,0.7,13.2,<0.01,0.04,5.9,0.009,0.08,1.38,19,1.91,12.8,55.0,4.5
,1547.0,JAT-P3,QA/QC,,,,,,BLANK SAMPLE,<0.01,0.01,0.26,0.3,<0.02,<10,<10,0.25,0.03,0.04,<0.01,3.29,0.5,107.0,0.1,1.9,0.34,0.91,<0.05,0.16,<0.01,0.006,0.27,1.4,0.3,0.01,59.0,8.01,0.03,0.18,2.7,10,13.0,10.9,0.001,<0.01,0.05,0.2,0.2,0.2,1.8,<0.01,0.01,4.4,<0.005,0.07,1.87,2,0.07,1.8,3.0,2.9
RC.BH34.002,1548.0,JAT-P3,RC,498909.748,2144331.658,335.872,1,2,,0.15,0.08,0.78,8.9,0.06,<10,110,1.07,0.49,0.19,0.24,116.5,4.8,114.0,1.03,11.9,3.18,5.96,0.18,0.17,<0.01,0.099,0.41,49.9,6.4,0.21,1460.0,10.4,0.05,0.7,9.7,260,7.4,40.8,0.001,<0.01,0.15,2.6,<0.2,1.7,24.8,<0.01,0.02,9.9,0.039,0.22,1.36,7,0.68,23.8,99.0,6.7
RC.BH34.003,1549.0,JAT-P3,RC,498909.748,2144331.658,334.872,2,3,,0.01,0.05,0.95,1.4,<0.02,<10,100,1.16,0.19,0.27,0.18,127,3.4,123.0,1.86,32.8,2.9,7.67,0.22,0.18,0.01,0.104,0.47,58.2,7.6,0.31,870.0,10.45,0.06,0.73,9.3,280,5.3,56.3,0.001,<0.01,0.12,3.3,<0.2,2.2,24.3,<0.01,0.02,11,0.054,0.31,1.03,11,0.61,34.4,121.0,6.2
